LAST SEEN   TYPE      REASON              OBJECT                         MESSAGE
13s         Normal    BackOff             pod/swebench-run-24508-25568   Back-off pulling image "us-central1-docker.pkg.dev/bsalmon-gke-dev/test-repo/sweperf:sphinx-doc__sphinx-7757"
2s          Warning   Failed              pod/swebench-run-24508-25568   Error: ImagePullBackOff
10s         Normal    BackOff             pod/swebench-run-24509-18787   Back-off pulling image "us-central1-docker.pkg.dev/bsalmon-gke-dev/test-repo/sweperf:pallets__flask-5014"
4m55s       Warning   Failed              pod/swebench-run-24509-18787   Error: ImagePullBackOff
9s          Normal    BackOff             pod/swebench-run-24510-622     Back-off pulling image "us-central1-docker.pkg.dev/bsalmon-gke-dev/test-repo/sweperf:pydata__xarray-3993"
5m1s        Warning   Failed              pod/swebench-run-24510-622     Error: ImagePullBackOff
8s          Normal    BackOff             pod/swebench-run-24511-29911   Back-off pulling image "us-central1-docker.pkg.dev/bsalmon-gke-dev/test-repo/sweperf:django__django-13569"
4m49s       Warning   Failed              pod/swebench-run-24511-29911   Error: ImagePullBackOff
2s          Normal    BackOff             pod/swebench-run-24512-20208   Back-off pulling image "us-central1-docker.pkg.dev/bsalmon-gke-dev/test-repo/sweperf:scikit-learn__scikit-learn-25747"
4m52s       Warning   Failed              pod/swebench-run-24512-20208   Error: ImagePullBackOff
5s          Normal    BackOff             pod/swebench-run-24513-10585   Back-off pulling image "us-central1-docker.pkg.dev/bsalmon-gke-dev/test-repo/sweperf:sympy__sympy-15599"
4m49s       Warning   Failed              pod/swebench-run-24513-10585   Error: ImagePullBackOff
4m6s        Normal    BackOff             pod/swebench-run-24514-919     Back-off pulling image "us-central1-docker.pkg.dev/bsalmon-gke-dev/test-repo/sweperf:sympy__sympy-15976"
4m43s       Warning   Failed              pod/swebench-run-24514-919     Error: ImagePullBackOff
4s          Normal    BackOff             pod/swebench-run-24515-6728    Back-off pulling image "us-central1-docker.pkg.dev/bsalmon-gke-dev/test-repo/sweperf:django__django-15525"
4m54s       Warning   Failed              pod/swebench-run-24515-6728    Error: ImagePullBackOff
0s          Normal    BackOff             pod/swebench-run-24516-9742    Back-off pulling image "us-central1-docker.pkg.dev/bsalmon-gke-dev/test-repo/sweperf:sphinx-doc__sphinx-7748"
4m45s       Warning   Failed              pod/swebench-run-24516-9742    Error: ImagePullBackOff
2s          Normal    BackOff             pod/swebench-run-24517-4506    Back-off pulling image "us-central1-docker.pkg.dev/bsalmon-gke-dev/test-repo/sweperf:matplotlib__matplotlib-24570"
4m49s       Warning   Failed              pod/swebench-run-24517-4506    Error: ImagePullBackOff
3m45s       Normal    BackOff             pod/swebench-run-24518-18331   Back-off pulling image "us-central1-docker.pkg.dev/bsalmon-gke-dev/test-repo/sweperf:django__django-13810"
4m38s       Warning   Failed              pod/swebench-run-24518-18331   Error: ImagePullBackOff
3m53s       Normal    BackOff             pod/swebench-run-24519-31914   Back-off pulling image "us-central1-docker.pkg.dev/bsalmon-gke-dev/test-repo/sweperf:django__django-13279"
4m32s       Warning   Failed              pod/swebench-run-24519-31914   Error: ImagePullBackOff
1s          Normal    BackOff             pod/swebench-run-24520-16021   Back-off pulling image "us-central1-docker.pkg.dev/bsalmon-gke-dev/test-repo/sweperf:matplotlib__matplotlib-25122"
4m33s       Warning   Failed              pod/swebench-run-24520-16021   Error: ImagePullBackOff
3m56s       Normal    BackOff             pod/swebench-run-24521-23827   Back-off pulling image "us-central1-docker.pkg.dev/bsalmon-gke-dev/test-repo/sweperf:sympy__sympy-13551"
4m30s       Warning   Failed              pod/swebench-run-24521-23827   Error: ImagePullBackOff
3m45s       Normal    BackOff             pod/swebench-run-24522-16702   Back-off pulling image "us-central1-docker.pkg.dev/bsalmon-gke-dev/test-repo/sweperf:sympy__sympy-21612"
4m24s       Warning   Failed              pod/swebench-run-24522-16702   Error: ImagePullBackOff
3m43s       Warning   FailedScheduling    pod/swebench-run-24523-32245   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
6s          Normal    NotTriggerScaleUp   pod/swebench-run-24523-32245   Pod didn't trigger scale-up:
6s          Normal    NotTriggerScaleUp   pod/swebench-run-24524-25434   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24524-25434   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
3m43s       Warning   FailedScheduling    pod/swebench-run-24525-26479   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
6s          Normal    NotTriggerScaleUp   pod/swebench-run-24525-26479   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24526-10483   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
6s          Normal    NotTriggerScaleUp   pod/swebench-run-24526-10483   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24527-14973   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
6s          Normal    NotTriggerScaleUp   pod/swebench-run-24527-14973   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24528-2908    0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
6s          Normal    NotTriggerScaleUp   pod/swebench-run-24528-2908    Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24529-11539   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
6s          Normal    NotTriggerScaleUp   pod/swebench-run-24529-11539   Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-24530-28358   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
6s          Normal    NotTriggerScaleUp   pod/swebench-run-24530-28358   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24531-21630   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
6s          Normal    NotTriggerScaleUp   pod/swebench-run-24531-21630   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24532-12850   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
5m1s        Normal    NotTriggerScaleUp   pod/swebench-run-24532-12850   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24533-19264   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
5m1s        Normal    NotTriggerScaleUp   pod/swebench-run-24533-19264   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24534-30004   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
6s          Normal    NotTriggerScaleUp   pod/swebench-run-24534-30004   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24535-19501   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
5m1s        Normal    NotTriggerScaleUp   pod/swebench-run-24535-19501   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24536-29602   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
5m1s        Normal    NotTriggerScaleUp   pod/swebench-run-24536-29602   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24537-4797    0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
5m1s        Normal    NotTriggerScaleUp   pod/swebench-run-24537-4797    Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24538-22055   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
5m1s        Normal    NotTriggerScaleUp   pod/swebench-run-24538-22055   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24539-26493   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
5m1s        Normal    NotTriggerScaleUp   pod/swebench-run-24539-26493   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24540-13585   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
5m1s        Normal    NotTriggerScaleUp   pod/swebench-run-24540-13585   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24541-6788    0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
5m1s        Normal    NotTriggerScaleUp   pod/swebench-run-24541-6788    Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24542-4023    0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
5m1s        Normal    NotTriggerScaleUp   pod/swebench-run-24542-4023    Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24543-25540   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
5m1s        Normal    NotTriggerScaleUp   pod/swebench-run-24543-25540   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24544-28172   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
5m1s        Normal    NotTriggerScaleUp   pod/swebench-run-24544-28172   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24545-18790   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
5m1s        Normal    NotTriggerScaleUp   pod/swebench-run-24545-18790   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24546-30943   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
5m1s        Normal    NotTriggerScaleUp   pod/swebench-run-24546-30943   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24547-513     0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
5m1s        Normal    NotTriggerScaleUp   pod/swebench-run-24547-513     Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24548-15240   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
5m1s        Normal    NotTriggerScaleUp   pod/swebench-run-24548-15240   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24549-31680   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
5m1s        Normal    NotTriggerScaleUp   pod/swebench-run-24549-31680   Pod didn't trigger scale-up:
3m43s       Warning   FailedScheduling    pod/swebench-run-24550-8191    0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
